Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Machine Operator,118.9,No,No,No,Yes,Female,No,30,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change of course,2,Journalism and Communication,Daytime,Secondary education,120.0,Portuguese,Unknown,Unknown,Student,Student,103.6,Yes,No,No,Yes,Female,No,27,No,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12,Dropout
Married,1st phase - general contingent,1,Tourism,Daytime,Secondary education,136.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,122.7,No,No,No,Yes,Female,Yes,45,No,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,113.5,No,No,No,Yes,Female,Yes,50,No,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
Divorced,Transfer,1,Management,Daytime,Secondary education,110.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,128.2,No,No,No,Yes,Female,No,41,No,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate
Single,Change of course,1,Nursing,Daytime,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,120.0,Yes,No,No,Yes,Female,No,26,No,0,7,8,6,12.0,0,0,7,8,6,12.0,0,7.6,2.6,0.32,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,130.0,No,No,No,Yes,Female,No,44,No,0,6,10,1,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
Facto Union,Holders of other higher courses,1,Management,Daytime,Higher education - degree (1st cycle),110.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,110.0,No,No,No,Yes,Female,No,23,No,10,15,15,13,10.923076923076923,0,5,10,10,7,11.142857142857142,0,15.5,2.8,-4.06,Graduate
Single,Change of institution/course,1,Biofuel Production Technologies,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,117.7,No,No,No,Yes,Female,No,34,No,10,12,12,10,12.0,0,5,10,11,5,11.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,102.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,99.6,Yes,No,No,Yes,Female,Yes,21,No,0,5,10,5,13.714285714285714,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate
Single,Change of course,3,Management,Daytime,Secondary education,127.0,Angolan,Higher Education - Degree,Basic Education 1st Cycle,Technician/Professional,Technician/Professional,117.9,Yes,No,No,Yes,Female,No,22,Yes,0,5,8,1,10.0,0,0,5,8,2,13.0,0,7.6,2.6,0.32,Dropout
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Machine Operator,113.0,No,No,No,Yes,Female,Yes,32,No,0,6,18,2,10.333333333333334,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,137.0,Brazilian,Secondary Education - 12th Year,Secondary Education - 12th Year,Construction/Craft,Construction/Craft,124.4,Yes,No,No,Yes,Female,No,20,Yes,0,7,8,7,12.728571428571428,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,Graduate
Married,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education - degree,130.0,Portuguese,Can't Read or Write,Can't Read or Write,Other,Other,140.0,No,No,No,No,Female,No,59,No,10,15,22,12,13.333333333333334,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout
Married,Short cycle diploma holders,1,Management,Daytime,Professional higher technical course,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Food/Wood/Clothing,Seller,132.4,No,No,No,Yes,Female,No,30,No,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,4,Tourism,Daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle,Can Read (No 4th Year),Unskilled,Unskilled,124.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,162.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,132.0,No,No,Yes,Yes,Male,No,25,No,0,5,8,4,11.0,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Enrolled
Divorced,Change of course,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,149.8,No,No,No,Yes,Male,No,36,No,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,Graduate
Single,Holders of other higher courses,1,Oral Hygiene,Daytime,Higher education - master (2nd cycle),160.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,160.0,No,No,No,Yes,Male,No,36,No,0,7,16,1,12.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout
Single,2nd phase - general contingent,6,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Student,Executive/Director,114.6,No,No,No,No,Male,No,19,No,0,6,9,4,11.25,0,0,6,11,3,10.166666666666666,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,150.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Administrative,Agriculture/Fishery,120.0,No,No,No,Yes,Male,No,25,No,0,5,6,4,10.5,0,0,5,6,5,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,100.0,No,No,No,Yes,Male,No,35,No,17,18,20,18,11.555555555555555,0,11,13,13,13,11.615384615384617,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Service/Security/Sales,Service/Security/Sales,128.5,No,No,No,Yes,Male,No,20,No,0,6,13,1,14.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,113.0,Yes,No,No,No,Male,No,35,No,0,6,17,1,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,170.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Student,Student,150.8,Yes,No,No,Yes,Female,No,27,No,0,6,13,2,11.0,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Education 3rd Cycle,Higher Education - Degree,Unskilled,Service/Security/Sales,130.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.68142857142857,0,0,8,8,7,13.68142857142857,0,10.8,1.4,1.74,Enrolled
Single,Change of course,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled,Armed Forces,114.5,No,No,No,Yes,Female,No,23,No,0,7,11,6,12.1,0,0,7,7,6,12.616666666666667,0,16.2,0.3,-0.92,Enrolled
Single,2nd phase - general contingent,2,Social Service (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Service/Security/Sales,Armed Forces,114.8,Yes,No,No,Yes,Female,No,19,No,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,126.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Construction/Craft,Construction/Craft,126.2,Yes,No,No,Yes,Female,Yes,18,No,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Technician/Professional,Construction/Craft,129.0,No,No,Yes,No,Female,No,26,No,0,7,11,4,12.86,0,0,7,10,5,11.566666666666668,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Unskilled,Construction/Craft,110.5,No,No,No,Yes,Female,No,19,No,0,6,10,6,14.25,0,0,6,7,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Construction/Craft,Construction/Craft,132.5,Yes,No,No,No,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,138.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Executive/Director,130.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled,Construction/Craft,130.4,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.894285714285711,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,128.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Machine Operator,124.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,4,Veterinary Nursing,Daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,132.6,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
Single,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,150.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Unskilled,Construction/Craft,146.7,No,No,No,Yes,Female,Yes,21,No,3,6,6,6,14.666666666666666,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Technician/Professional,Service/Security/Sales,130.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
Married,Change of course,1,Tourism,Daytime,Higher education - degree,120.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Technician/Professional,120.0,Yes,No,No,Yes,Female,No,33,No,9,12,22,10,13.3,0,9,11,11,11,13.727272727272728,0,9.4,-0.8,-3.12,Graduate
Single,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education - degree,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Service/Security/Sales,Technician/Professional,121.3,No,No,No,Yes,Female,No,32,No,7,11,13,11,13.454545454545457,0,5,11,13,7,12.428571428571429,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Executive/Director,Administrative,133.3,Yes,No,No,Yes,Female,Yes,17,No,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,110.5,No,No,No,Yes,Female,No,31,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Construction/Craft,102.5,No,No,No,Yes,Female,Yes,32,No,0,6,6,6,11.333333333333334,0,0,6,8,5,13.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,156.0,Portuguese,Degree (1st Cycle),Degree (1st Cycle),Technician/Professional,Construction/Craft,150.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,16.0,0,0,6,10,6,14.625,0,11.1,0.6,2.02,Dropout
Single,Change of institution/course,1,Communication Design,Daytime,Other - 11th year,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Technician/Professional,Construction/Craft,106.6,No,No,Yes,Yes,Female,No,31,No,2,6,8,5,11.0,0,4,6,12,6,10.166666666666666,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Armed Forces,118.3,No,No,No,Yes,Male,No,20,No,0,6,8,6,12.857142857142858,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Enrolled
Single,Change of course,1,Management (evening attendance),Evening,Secondary education,100.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Executive/Director,Executive/Director,117.9,No,No,No,No,Male,No,40,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Married,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,135.0,Yes,No,No,Yes,Male,No,32,No,0,5,5,5,14.8,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Higher education - degree,120.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Executive/Director,Executive/Director,120.0,No,No,No,No,Male,No,40,No,1,5,7,1,13.0,0,2,5,5,2,14.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,172.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Unskilled,167.1,No,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
Single,Change of course,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,115.8,No,No,Yes,No,Male,No,28,No,4,9,14,4,10.0,0,1,6,6,1,10.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - special contingent (Madeira Island),2,Communication Design,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Technician/Professional,Executive/Director,141.2,Yes,No,Yes,Yes,Male,No,19,No,0,6,11,5,11.2,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Service/Security/Sales,Unskilled,118.4,No,No,No,Yes,Male,Yes,19,No,0,6,8,6,11.833333333333334,0,0,6,11,3,13.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,6,Management,Daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Construction/Craft,Construction/Craft,134.3,No,Yes,No,Yes,Male,No,21,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,4,Management,Daytime,Secondary education,135.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Student,Administrative,128.7,Yes,No,No,Yes,Male,No,22,No,0,5,8,2,10.5,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,3,Informatics Engineering,Daytime,Secondary education,115.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Technician/Professional,Technician/Professional,116.1,Yes,No,No,No,Male,No,18,No,0,5,8,5,12.5,0,0,5,7,5,13.571428571428571,0,12.4,0.5,1.79,Dropout
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,110.0,Portuguese,Other - 11th Year,Higher Education - Degree,Service/Security/Sales,Intellectual/Scientific,100.0,Yes,No,No,Yes,Male,No,27,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,118.8,No,No,No,Yes,Male,No,19,No,4,10,10,5,11.0,0,2,7,8,2,10.0,0,8.9,1.4,3.51,Enrolled
Married,Change of course,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,130.0,Yes,No,No,Yes,Male,No,30,No,6,10,14,9,12.333333333333334,0,7,10,12,8,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Equinculture,Daytime,Technological specialization course,150.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Administrative,Executive/Director,150.0,No,No,No,Yes,Male,No,28,No,0,6,9,0,0.0,0,0,6,8,1,10.0,1,16.2,0.3,-0.92,Dropout
Facto Union,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,116.0,No,No,Yes,Yes,Male,Yes,34,No,0,5,14,1,17.0,0,0,5,10,2,11.0,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,110.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,99.0,No,No,No,Yes,Male,No,21,No,0,5,5,5,11.0,0,0,5,11,3,11.428571428571429,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled,Unskilled,132.0,No,No,No,Yes,Male,Yes,20,No,0,6,11,5,11.142857142857142,0,0,6,9,6,11.571428571428571,0,16.2,0.3,-0.92,Graduate
Single,Change of course,1,Tourism,Daytime,Secondary education,110.0,Portuguese,Other - 11th Year,Basic Education 3rd Cycle,Unskilled,Unskilled,125.0,No,No,No,No,Male,No,31,No,3,8,19,5,12.166666666666666,0,3,7,12,5,12.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Unskilled,116.2,No,No,Yes,No,Male,No,21,No,0,5,9,2,11.0,0,0,5,8,2,11.5,2,7.6,2.6,0.32,Dropout
Single,Over 23 years old,2,Advertising and Marketing Management,Daytime,Basic education 3rd cycle,133.1,Portuguese,Unknown,Unknown,Student,Student,100.0,Yes,No,No,No,Male,No,27,No,0,5,8,1,11.0,0,0,5,6,3,10.666666666666666,1,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,136.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,132.9,Yes,No,No,Yes,Male,No,19,No,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,129.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Construction/Craft,132.5,Yes,No,No,Yes,Male,No,21,No,0,6,7,0,0.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Administrative,Administrative,140.0,Yes,No,No,No,Male,No,21,No,0,6,17,2,12.5,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change of course,1,Advertising and Marketing Management,Daytime,Secondary education,160.0,Portuguese,Unknown,Unknown,Blank,Blank,100.1,No,No,No,No,Male,No,35,No,6,10,10,7,12.142857142857142,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 1st Cycle,Can Read (No 4th Year),Other,Construction/Craft,128.2,No,No,No,Yes,Male,No,28,No,0,5,8,3,12.0,0,0,5,10,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Technician/Professional,133.4,No,No,No,Yes,Male,No,24,No,0,6,6,4,11.25,0,0,6,9,4,10.428571428571429,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,142.0,Portuguese,Unknown,Secondary Education - 12th Year,Service/Security/Sales,Armed Forces,136.1,Yes,No,No,No,Male,No,19,No,0,4,8,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Machine Operator,123.0,No,No,Yes,No,Male,No,20,No,0,6,7,5,12.4,0,0,6,8,4,13.0,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,131.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Administrative,Administrative,130.3,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.833333333333334,0,0,6,8,6,12.666666666666666,2,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,160.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Agriculture/Fishery,153.7,No,No,No,Yes,Male,No,19,No,0,5,7,1,13.0,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,110.0,Portuguese,Degree (1st Cycle),Secondary Education - 12th Year,Service/Security/Sales,Agriculture/Fishery,142.5,No,No,Yes,No,Male,No,37,No,5,7,7,5,12.0,0,3,7,7,3,11.666666666666666,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,124.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Machine Operator,114.6,Yes,No,No,Yes,Male,No,19,No,0,6,13,2,12.0,0,0,6,12,1,13.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Machine Operator,108.5,No,No,No,Yes,Male,No,36,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 years old,1,Management,Daytime,Other - 11th year,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,140.0,No,No,No,Yes,Male,No,29,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Administrative,120.0,No,No,No,Yes,Male,No,30,No,0,6,10,6,11.375,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Graduate
Single,Change of institution/course,1,Advertising and Marketing Management,Daytime,Basic education 3rd cycle,133.1,Portuguese,Higher Education - Bachelor's,Secondary Education - 12th Year,Technician/Professional,Armed Forces,120.0,No,No,Yes,Yes,Male,No,32,No,1,6,15,2,12.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Social Service (evening attendance),Evening,Secondary education,123.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Unskilled,127.6,Yes,No,No,Yes,Male,No,26,No,0,6,6,6,11.833333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Enrolled
Married,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Administrative,Construction/Craft,140.0,No,No,No,Yes,Male,No,37,No,0,6,17,1,12.0,0,0,6,23,2,10.5,1,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,138.7,Portuguese,Secondary Education - 12th Year,Other - 11th Year,Administrative,Technician/Professional,111.3,No,No,No,Yes,Male,No,27,No,1,6,7,3,12.0,0,2,6,7,2,11.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle,Secondary Education - 12th Year,Service/Security/Sales,Construction/Craft,131.0,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,12.714285714285714,0,0,6,8,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,149.0,Portuguese,Basic Education 2nd Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,139.5,No,No,No,Yes,Male,Yes,18,No,0,8,8,8,15.3,0,0,8,8,8,15.3,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,2,Agronomy,Daytime,Basic education 3rd cycle,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Administrative,Executive/Director,110.0,No,No,No,No,Male,No,32,No,2,8,12,2,11.5,2,0,7,9,0,0.0,0,15.5,2.8,-4.06,Dropout
